263c3ced.HashRef,ItemShopSeasonality,ParentItemName,UniqueID,FashionThemeDaily,FashionThemeFairyland,FashionThemeFomal,FashionThemeHorror,FashionThemeOutdoor,FashionThemeParty,FashionThemeRelax,FashionThemeSport,FashionThemeStage,FashionThemeVacation,FashionThemeWork,83ccbe0f string64,Label,Name,UseColorGroupSort
None,AllYear,6041,923,0,0,0,1,0,0,0,1,0,0,1,,AccessoryGlassmouthHockeyWhite,ホッケーのマスク,0
None,AllYear,6042,924,0,0,1,0,0,0,0,0,0,0,1,,ShoesLowcutBrogues,ギリー・ブローグズ,0
None,AllYear,6043,925,0,0,0,0,0,0,1,0,0,1,0,,ShoesSandalBaboush,バブーシュ,0
None,AllYear,6044,926,0,0,1,0,0,0,0,0,0,0,1,,SocksTexCountry,カントリーソックス,0
None,AllYear,6045,927,0,0,0,0,0,1,0,0,1,0,0,,SocksTexStripe,ストライプソックス,0
None,AllYear,6046,928,1,0,1,0,0,1,0,0,1,0,0,,SocksTexStripedot,デザインストッキング,0
None,AllYear,6048,929,0,0,1,0,0,0,0,0,0,0,1,,CapHatKanbo,かんぼう,0
None,AllYear,6049,930,0,0,1,0,0,0,0,0,0,0,1,,CapHatGreenery,グレンガリーぼう,0
None,AllYear,6050,931,0,0,0,0,0,0,0,1,0,0,1,,CapFullfaceCatcher,キャッチャーマスク,0
None,AllYear,6051,932,0,1,0,0,1,0,0,0,0,0,0,,CapBangsPrevention,ぼうさいずきん,1
None,AllYear,6052,933,1,0,1,0,0,0,0,0,0,0,0,,CapHelmetKandula,アラビアのぼうし,0
None,AllYear,6053,934,0,0,0,0,0,0,0,0,1,0,1,,CapFullfaceKuroko,くろこ,0
None,Winter,11539,935,1,0,0,0,0,0,1,0,0,0,0,,CapHatKnitcasquette,ボンボンつきキャスケット,0
None,AllYear,6055,936,0,0,1,0,0,0,0,0,0,0,1,,CapHatScotlandRed,スコットランドぼうし,0
Drink_JuiceGrass,AllYear,6057,937,0,1,0,0,0,1,0,0,1,0,0,,AccessoryGlassMasquerade,マスカレードなマスク,0
None,AllYear,10042,938,1,0,0,0,1,0,0,1,0,0,0,,ShoesHighcutSneaker_,ハイカットスニーカー,0
None,AllYear,8971,939,1,0,0,0,0,0,0,0,0,0,0,,TopsTexTopYshirtsLGingham,ギンガムチェックのシャツ,0
None,AllYear,2593,941,1,0,0,0,0,0,0,0,0,0,1,,ShoesKneeEngineerboots_,エンジニアブーツ,0
None,AllYear,2609,942,1,1,0,0,0,1,0,0,1,0,0,,CapOrnamentRRibbonRed_,リボン,0
None,AllYear,5614,943,0,1,0,0,0,1,0,0,1,0,0,,TopsTexOnepieceRibNEgg,たまごずし,0
None,AllYear,5615,944,0,1,0,0,0,1,0,0,1,0,0,,TopsTexOnepieceRibNTuna,まぐろずし,0
None,AllYear,5616,945,0,0,0,0,0,1,0,0,1,0,0,,TopsTexOnepieceRibNKohada,こはだずし,0
None,AllYear,6892,946,1,0,0,0,0,0,0,1,0,0,0,,ShoesLowcutRubbertoe,ラバートゥスニーカー,0
None,AllYear,6894,947,0,1,0,1,0,0,0,0,1,0,0,,ShoesKnee,とんがりブーツ,0
Gymnastics,AllYear,4673,948,0,0,0,0,0,0,0,1,0,0,1,,TopsTexTopTshirtsN,ビブス,1
None,AllYear,6921,949,0,1,0,0,0,1,0,0,1,0,0,,CapOrnamentCAngel0,てんしのわ,0
MedicalRecord,AllYear,11813,950,0,0,0,0,0,0,0,0,0,0,1,,CapOrnamentTNurse,ナースキャップ,0
None,AllYear,6998,951,0,1,0,0,0,1,0,0,1,0,0,,CapHatIcecream,ソフトクリームなぼうし,0
None,AllYear,7209,952,0,1,0,0,0,1,0,0,1,0,0,,CapOrnamentCBunny,バニーのみみ,0
None,AllYear,7254,953,0,1,0,0,1,0,0,0,0,0,0,,CapHatSandogasa,さんどがさ,0
None,AllYear,7273,954,1,0,0,0,0,0,1,0,0,1,0,,CapOrnamentLMinistrawhat,ちいさめなぼうし,0
None,AllYear,7286,955,0,0,1,0,0,1,0,0,1,0,0,,CapOrnamentLMinisilkhat,ちいさめシルクハット,0
None,AllYear,7291,956,0,0,0,1,1,0,0,0,0,0,0,,CapMaskLeaf,はっぱのおめん,0
None,AllYear,6839,957,1,0,0,0,1,0,0,0,0,0,0,,BagBackpackTown1,タウンリュック,0
None,AllYear,2550,958,1,0,0,0,1,0,0,0,0,0,0,,BagShoulderTravel,トラベルポーチ,0
HappyWait,AllYear,7377,959,0,1,0,0,0,1,0,0,0,1,0,,CapOrnamentRose4,バラのかんむり・ブルー,0
HappyWait,AllYear,7378,960,0,1,0,0,0,1,0,0,0,1,0,,CapOrnamentRose5,バラのかんむり・ゴールド,0
Shaki,AllYear,7412,961,0,1,1,0,0,1,0,0,1,0,0,,CapOrnamentCTiara,ティアラ,0
None,AllYear,7470,962,1,0,0,0,1,0,0,1,0,0,0,,BagShoulderMessenger,メッセンジャーバッグ,0
None,AllYear,7471,963,0,0,0,0,1,0,0,1,0,0,0,,BagBackpackDry,ドライサック,0
None,AllYear,7476,964,1,0,1,0,0,0,0,0,0,0,0,,BagShoulderLeather,レザーショルダー,0
None,AllYear,7477,965,1,0,0,0,0,0,0,0,0,1,0,,BagShoulderFish,おさかなポシェット,0
None,AllYear,7478,966,0,0,0,0,1,0,0,1,0,0,1,,BagShoulderFishing,フィッシングバッグ,0
None,AllYear,7479,967,0,0,0,0,1,0,0,0,0,1,0,,BagShoulderCage,ムシかご,0
None,AllYear,7480,968,0,0,1,0,0,1,0,0,0,0,0,,BagShoulderFakefur,フェイクファーバッグ,0
None,AllYear,7481,969,1,0,1,0,0,1,0,0,0,0,0,,BagShoulderFringe,フリンジレザーバッグ,0
None,AllYear,7482,970,0,0,0,0,0,0,0,0,0,1,0,,BagShoulderRace,てあみポーチ,0
None,AllYear,7483,971,1,0,0,0,1,0,0,1,0,0,0,,BagShoulderBody,ボディバッグ,0
None,AllYear,7484,972,1,0,0,0,0,0,0,0,0,0,1,,BagShoulderBodybag,レザーボディバッグ,0
None,AllYear,7485,973,1,0,0,0,1,0,0,1,0,0,0,,BagShoulderDrum,ななめかけボストン,0
None,AllYear,7486,974,1,0,0,0,0,0,1,0,0,0,0,,BagShoulderPattern,はるのみずたまショルダー,0
None,AllYear,7487,975,1,0,0,0,0,0,0,0,0,0,0,,BagShoulderCanvas,はんぷショルダー,0
None,AllYear,7488,976,0,0,0,0,0,0,1,0,0,1,0,,BagShoulderRattan,ラタンポシェット,0
None,AllYear,7489,977,0,1,0,0,0,1,0,0,0,1,0,,BagShoulderStar,スターなポシェット,0
None,AllYear,7490,978,0,1,0,0,0,0,0,0,0,1,0,,BagShoulderCherryblossoms,さくらのポシェット,0
None,AllYear,7491,979,0,1,0,0,0,0,0,0,0,0,0,,BagShoulderMaple,もみじのポシェット,0
None,AllYear,7492,980,0,1,0,0,0,0,0,0,0,0,0,,BagShoulderAcorn,どんぐりポシェット,0
None,AllYear,7493,981,0,1,0,0,0,1,0,0,0,1,0,,BagShoulderSnow,スノーフレークポシェット,0
None,AllYear,7494,982,0,1,0,0,0,0,0,0,0,1,0,,BagShoulderShell,かいがらポシェット,0
None,AllYear,7497,983,0,0,0,0,1,0,0,0,0,0,1,,BagShoulderTool,ツールバッグ,0
None,AllYear,7302,984,0,0,0,0,1,0,0,1,0,0,0,,BagShoulderSports,スポーツバッグ,0
None,AllYear,7304,985,0,0,0,0,1,0,0,1,0,0,0,,BagShoulderSacosh,サコッシュ,0
None,AllYear,7305,986,0,0,1,0,0,1,0,0,0,0,0,,BagShoulderParty,パーティーバッグ,0
None,AllYear,7498,987,0,1,0,0,1,0,0,0,0,0,1,,BagBackpackWood,せおいばしご,0
None,AllYear,7499,988,0,1,0,0,1,0,0,0,0,0,1,,BagBackpackJourney,たびびとのリュック,0
None,AllYear,7500,989,1,0,0,0,1,0,0,1,0,0,0,,BagBackpackSquare,しかくいリュック,0
None,AllYear,11970,990,0,0,0,0,1,0,0,1,0,0,0,,BagBackpackOutdoor,アウトドアリュック,0
None,AllYear,7502,991,1,1,0,0,0,0,0,0,1,0,0,,BagBackpackButterfly,ちょうちょのバッグ,0
None,AllYear,7503,992,1,0,0,1,0,0,0,0,0,0,0,,BagBackpackStuds,スタッズリュック,0
None,AllYear,7504,993,1,0,1,0,0,1,0,0,0,0,0,,BagBackpackSmall,ミニレザーバッグ,0
None,AllYear,7505,994,0,0,0,0,1,0,0,1,0,0,0,,BagBackpackMountain,おおきめザック,0
None,AllYear,7506,995,0,0,0,0,1,0,0,0,0,0,1,,BagBackpackBasket,しょいこ,0
None,AllYear,7507,996,0,0,0,0,1,0,0,1,0,0,0,,BagBackpackLid,ふたつきリュック,0
None,AllYear,7508,997,1,0,0,0,1,0,0,1,0,0,0,,BagBackpackKnapsack,ナップサック,0
None,AllYear,7509,998,1,0,0,0,0,0,0,0,0,0,0,,BagBackpackTote,はんぷリュック,0
None,AllYear,7510,999,0,0,0,0,0,0,1,0,0,0,0,,BagBackpackQuilt,ははのナップサック,0
None,AllYear,7511,1000,0,0,0,0,1,0,1,0,0,1,0,,BagBackpackGrass,くさあみリュック,0
None,AllYear,7512,1001,0,0,0,0,1,0,0,0,0,0,1,,BagBackpackHardshell,ハードシェルリュック,0
None,AllYear,9643,1002,1,0,0,0,0,1,0,0,1,0,0,,SocksTexStandard,ビビッドなソックス,0
None,AllYear,6893,1003,1,0,0,0,1,0,0,1,0,0,0,,ShoesLowcutSuede,スエードスニーカー,0
None,AllYear,6901,1004,1,1,0,0,0,0,0,0,0,0,0,,TopsTexOnepieceAlineHOneflower,フラワーなワンピース,0
None,AllYear,6835,1005,1,0,0,0,0,0,1,0,0,0,0,,TopsTexTopTshirtsHMvp,ＭＶＰなＴシャツ,0
None,AllYear,6888,1006,1,0,0,0,0,0,1,0,0,0,0,,TopsTexTopTshirtsHOne,No.1のふく,0
None,AllYear,6092,1008,0,1,1,0,0,1,0,0,1,0,0,,CapWigPrincess,おひめさま,0
None,AllYear,6093,1009,0,0,0,0,0,0,1,0,0,0,0,,CapWigTurban,ヘアターバン,0
None,AllYear,6091,1010,0,0,0,0,0,0,0,0,1,0,0,,CapHelmetCoin,コインヘッドピース,0
None,AllYear,5819,1011,1,0,0,0,0,0,0,0,0,0,0,,CapWigPigtail,べんぱつ,0
None,AllYear,5832,1012,0,0,0,0,0,1,0,0,1,0,1,,CapWigVisual,ヴィジュアルけいウィッグ,0
Maracas,AllYear,9734,1013,0,0,0,0,0,1,0,0,1,1,0,,CapOrnamentTSambaPink_,カーニバルなかみかざり,0
SmugFace,AllYear,8000,1014,0,1,1,0,0,1,0,0,1,0,0,,CapOrnamentCQueen0,クイーンのかんむり,0
None,Summer,8187,1016,1,1,0,0,0,0,0,0,0,1,0,,TopsTexOnepieceAlineNMarbledot,マーブルドットのワンピース,0
None,Summer,12106,1017,1,0,0,0,0,0,0,0,0,1,0,,TopsTexOnepieceAlineNSimpledot,シンプルドットワンピース,0
Hula,Summer,8189,1018,0,0,0,0,0,0,1,0,0,1,0,,TopsTexOnepieceAlineNHibiscus,ハイビスカスのムームー,0
Hula,Summer,8190,1019,0,0,0,0,0,0,1,0,0,1,0,,TopsTexOnepieceAlineNPolynesia,ポリネシアンなムームー,0
None,Summer,8192,1021,0,0,0,1,0,0,1,0,0,1,0,,TopsTexTopTshirtsNDanger,デンジャラスなタンクトップ,0
None,Winter,8193,1022,1,1,0,0,0,0,1,0,0,0,0,,TopsTexTopOuterLHeart,ハートのセーター,0
None,Winter,8194,1023,1,0,0,0,0,0,1,0,0,0,0,,TopsTexTopOuterLTree,きのセーター,0
None,AllYear,8195,1024,1,0,0,0,0,0,1,0,0,0,0,,TopsTexTopTshirtsHFrog,かえるのＴシャツ,0
None,AllYear,8196,1025,1,0,0,0,0,0,1,0,0,0,0,,TopsTexTopTshirtsHBear,くまのＴシャツ,0
None,AllYear,8197,1026,1,0,0,0,0,0,1,0,0,0,0,,TopsTexTopTshirtsHRabbit,うさぎのＴシャツ,0
None,Summer,8198,1027,1,0,0,0,0,0,1,0,0,0,0,,TopsTexTopTshirtsHStripe,しましまＴシャツ,0
None,Summer,8199,1028,1,0,0,0,0,0,1,0,0,0,0,,TopsTexTopTshirtsHLeopard,ヒョウがらＴシャツ,0
None,Summer,8200,1029,1,0,0,0,0,0,1,0,0,0,0,,TopsTexTopTshirtsHMeat,ボーンなＴシャツ,0
None,AllYear,8201,1030,1,0,0,0,0,0,1,0,0,0,0,,TopsTexTopTshirtsHHaze,かすみのふく,0
None,Summer,8202,1031,1,0,0,0,0,0,1,0,0,0,0,,TopsTexTopTshirtsHMarbledot,マーブルドットのＴシャツ,0
None,Summer,8203,1032,1,0,0,0,0,0,1,0,0,0,0,,TopsTexTopTshirtsHSimpledot,シンプルドットのＴシャツ,0
None,AllYear,8204,1033,1,0,0,0,0,0,1,0,0,0,0,,TopsTexTopTshirtsLJagged,ギザギザのＴシャツ,0
None,Summer,8205,1034,1,0,0,0,0,0,1,0,0,0,0,,TopsTexTopTshirtsHFlower,はながらのＴシャツ,0
None,Summer,8206,1035,0,0,0,0,0,0,1,0,0,1,0,,TopsTexTopYshirtsHPolynesia,ポリネシアンなアロハ,0
None,Summer,8207,1036,0,0,0,1,0,0,1,0,0,0,0,,TopsTexTopTshirtsHSpider,スパイダーなＴシャツ,0
None,Summer,8208,1037,1,0,0,1,0,0,1,0,0,0,0,,TopsTexTopTshirtsHSkull,ドクロＴシャツ,0
None,AllYear,8532,1038,1,0,0,0,0,0,1,0,0,0,0,,TopsTexTopTshirtsHAce,エースのＴシャツ,0
None,Summer,8509,1039,1,1,0,0,0,0,0,0,0,1,0,,TopsTexOnepieceAlineNPlaid,シンプルチェックのワンピ,0
None,Winter,8609,1040,0,1,0,0,0,1,0,0,1,0,0,,CapCostumeSnowball0,ゆきだるまのぼうし,0
None,AllYear,8610,1041,0,0,1,0,0,1,0,0,0,0,0,,CapOrnamentLTsumamizaiku,わかざり,1
None,AllYear,8611,1042,1,0,0,0,0,1,0,0,1,0,0,,CapOrnamentLGaudy,はでなかみかざり,0
Shaki,AllYear,8612,1043,0,0,1,0,0,0,0,0,0,0,1,,CapHatCaptainsky,きちょうのぼうし,0
None,AllYear,8613,1044,1,0,1,0,0,0,0,0,0,0,0,,CapHatStudent,がくせいぼう,1
None,Summer,8614,1045,0,1,0,0,0,0,0,0,0,1,0,,CapOrnamentLHibiscus,ハイビスカスのかみかざり,0
None,Summer,9535,1046,1,0,0,0,0,0,1,0,0,1,0,,TopsTexTopTshirtsNStar,ほしがらタンクトップ,0
None,Summer,9536,1047,1,0,0,0,0,0,1,0,0,0,0,,TopsTexTopTshirtsHFire,ファイアーなＴシャツ,0
None,AllYear,9504,1048,1,1,0,0,0,0,0,0,0,0,0,,TopsTexOnepieceAlineHPlaid,げんきなチェックのワンピ,0
None,AllYear,9678,1049,1,0,0,0,0,0,0,0,0,0,0,,SocksTexNuancetights,ニュアンスタイツ,1
None,AllYear,9685,1050,1,0,0,0,0,0,0,0,0,0,1,,SocksTexDailytights,デイリータイツ,0
None,AllYear,9688,1051,0,0,0,0,0,1,0,0,1,0,0,,SocksTexVividtights,ビビッドなタイツ,0
None,AllYear,9583,1052,0,0,0,0,0,1,0,0,1,0,0,,SocksTexNeontights,ネオンタイツ,0
None,AllYear,9802,1053,0,0,0,0,1,1,0,0,1,0,0,,SocksTexVividleggings,ビビッドなレギンス,0
None,AllYear,9586,1054,0,0,0,0,1,1,0,0,1,0,0,,SocksTexNeonleggings,ネオンレギンス,0
None,AllYear,2298,1055,0,0,0,0,0,0,1,0,0,0,0,,AcceMouthTest1_,おしゃぶり,0
None,AllYear,8762,1056,0,0,0,0,0,0,1,0,0,0,0,,TopsTexTopOuterLMother,ははのてあみセーター,0
Broom,AllYear,8763,1057,0,0,0,0,0,0,1,0,0,0,0,,TopsTexTopCoatLMother,ははのてづくりエプロン,0
None,Winter,2725,1058,1,0,0,0,0,0,1,0,0,0,0,,TopsTexTopOuterLKnit,シンプルなニット,0
None,AllYear,10035,1059,1,0,0,0,0,0,0,0,0,0,1,,SocksTexDailysocks,デイリーソックス,0
None,AllYear,10028,1060,1,0,0,0,0,0,0,0,0,0,0,,SocksTexNuancesocks,ニュアンスソックス,1
None,AllYear,9763,1061,0,0,0,0,1,0,0,1,0,0,1,,CapHatBaseball,ベースボールキャップ,0
SmugFace,AllYear,9768,1062,0,1,0,0,0,0,0,0,0,0,0,,TopsTexTopCoatLViking,バイキングのふく,0
None,AllYear,9775,1063,0,0,0,0,1,0,0,0,0,0,0,,TopsTexTopCoatLRaindot,みずたまレインコート,0
None,AllYear,9770,1064,1,0,1,0,0,0,0,0,0,0,0,,TopsTexOnepieceBlongLCandula,カンデューラ,0
None,AllYear,9769,1065,1,0,0,0,1,0,0,0,0,0,0,,CapHatTweed,ツイードキャップ,0
None,AllYear,12086,1066,0,0,0,0,0,0,0,0,0,0,1,,TopsTexTopCoatHDiner,ダイナーのエプロン,0
None,AllYear,9821,1072,1,0,0,0,0,0,1,0,0,0,0,,TopsTexTopTshirtsLLayeredlogoa,かさねぎプリントＴシャツ,0
None,AllYear,9823,1074,1,0,0,0,0,0,1,0,0,0,0,,TopsTexTopTshirtsLLogoa,アームプリントＴシャツ,0
None,Summer,9827,1078,1,1,0,0,0,0,0,0,0,1,0,,TopsTexTopPuffHPlaid,ブロックチェックのパフスリーブ,0
None,Summer,9828,1079,1,1,0,0,0,0,0,0,0,0,0,,TopsTexTopPuffHDolly,ドーリーシャツ,0
WalkSpanner,AllYear,9830,1081,0,0,0,0,1,0,0,0,0,0,1,,TopsTexTopCoatHWorkapron,ワークエプロン,0
None,Summer,9831,1082,1,0,0,0,0,0,1,0,0,1,0,,TopsTexTopTshirtsHBotanical,ボタニカルＴシャツ,0
None,AllYear,9832,1083,1,0,0,0,0,0,1,0,0,1,0,,TopsTexTopYshirtsLPsychedelic,サイケデリックシャツ,0
None,AllYear,9833,1084,0,0,1,0,0,1,0,0,1,0,0,,TopsTexOnepieceKimonoLTwelve,じゅうにひとえ,0
Drink_JuiceGrass,AllYear,12080,1085,0,0,1,0,0,1,0,0,1,0,0,,TopsTexOnepieceDressLMexico,セニョリータなドレス,1
None,AllYear,9835,1086,0,0,1,0,0,1,0,0,0,0,0,,TopsTexOnepieceKimonoLCrested,もんつきはかま,0
None,AllYear,9836,1087,0,1,0,0,0,1,0,0,1,0,0,,TopsTexOnepieceAlineNApple,リンゴのふく,0
None,AllYear,9837,1088,0,1,0,0,0,1,0,0,1,0,0,,TopsTexOnepieceAlineNPear,ナシのふく,0
None,AllYear,9838,1089,0,1,0,0,0,1,0,0,1,0,0,,TopsTexOnepieceAlineNCherry,さくらんぼのふく,0
None,AllYear,9839,1090,0,1,0,0,0,1,0,0,1,0,0,,TopsTexOnepieceAlineNPeach,モモのふく,0
None,AllYear,9840,1091,0,0,0,0,0,0,0,1,0,0,1,,BottomsTexPantsHalfSoccer,サッカーのズボン,1
None,AllYear,9841,1092,0,0,0,0,1,0,0,0,0,0,1,,BottomsTexPantsHalfExplorer,たんけんふくのズボン,0
None,AllYear,9842,1093,1,0,0,0,0,0,0,0,0,0,0,,BottomsTexSkirtBoxLStripe,アニマルがらスカート,0
None,AllYear,9844,1095,0,0,0,0,0,0,0,1,0,0,1,,BottomsTexPantsNormalAmericanfootball,アメフトズボン,0
None,AllYear,9846,1097,1,0,0,0,0,0,0,1,0,0,0,,ShoesLowcutKungfu,カンフーシューズ,0
None,AllYear,9847,1098,1,0,1,0,0,0,0,0,0,0,0,,ShoesLowcutEmbroidery,ししゅうのくつ,0
None,AllYear,9854,1105,1,1,0,0,0,0,0,0,0,0,0,,CapOrnamentLFlowerhairpin,おはなのヘアピン,0
None,AllYear,9855,1106,1,1,0,0,0,0,0,0,0,0,0,,CapOrnamentLHearthairpin,ハートのかみかざり,0
None,AllYear,9856,1107,1,1,0,0,0,0,0,0,0,0,0,,CapOrnamentLStarhairpin,ほしのかみかざり,0
HappyWait,AllYear,9857,1108,0,1,0,0,0,1,0,0,1,0,0,,CapOrnamentFBallband,ひかるボールアクセサリー,0
HappyWait,AllYear,9858,1109,0,1,0,0,0,1,0,0,1,0,0,,CapOrnamentFFlowerband,ひかるはなのアクセサリー,0
HappyWait,AllYear,9859,1110,0,1,0,0,0,1,0,0,1,0,0,,CapOrnamentFHeartband,ひかるハートアクセサリー,0
None,AllYear,9860,1111,1,1,0,0,0,1,0,0,0,0,0,,CapOrnamentTBarrette,バレッタ,0
None,AllYear,9861,1112,0,1,0,0,0,1,0,0,1,0,0,,CapOrnamentTRibbon,おおきなリボン,0
None,AllYear,9862,1113,0,1,0,0,0,1,0,0,1,0,0,,CapCostumeStar,おほしさまのあたま,0
None,AllYear,9863,1114,0,0,0,0,0,0,0,1,0,0,0,,CapHatSkate,スケボーヘルメット,0
None,Winter,9864,1115,1,0,0,0,1,0,1,0,0,0,0,,CapHatAlan,アランニットぼう,0
None,AllYear,12044,1117,1,0,0,0,1,0,0,1,0,0,0,,CapHatLogocap,もじキャップ,0
None,Summer,9868,1119,1,1,0,0,0,0,0,0,0,1,0,,CapHatGarlystrawhat,リボンつきむぎわらぼうし,0
None,AllYear,9870,1121,0,0,0,0,1,0,1,0,0,1,0,,CapHatTulippatch,パッチワークのチューリップぼう,0
None,AllYear,9871,1122,0,1,0,0,0,1,0,0,1,0,0,,CapHatApple,リンゴのぼうし,0
None,AllYear,9872,1123,0,1,0,0,0,1,0,0,1,0,0,,CapHatPear,ナシのぼうし,0
None,AllYear,9873,1124,0,1,0,0,0,1,0,0,1,0,0,,CapHatCherry,さくらんぼのぼうし,0
None,AllYear,9874,1125,0,1,0,0,0,1,0,0,1,0,0,,CapHatPeach,モモのぼうし,0
None,AllYear,9875,1126,0,0,0,0,0,1,1,0,1,0,0,,TopsTexTopTshirtsHKate,ケイトのカットソー,0
None,AllYear,9876,1127,0,0,1,0,0,1,0,0,1,0,0,,TopsTexTopCoatLKate,ケイトのコート,0
None,AllYear,9877,1128,0,0,1,0,0,1,0,0,1,0,0,,TopsTexOnepieceAlineNKate,ケイトのワンピース,0
None,AllYear,9878,1129,0,0,1,0,0,1,0,0,1,0,0,,BottomsTexPantsHalfKate,ケイトのハーフパンツ,0
None,AllYear,9879,1130,0,0,1,0,0,1,0,0,1,0,0,,BottomsTexSkirtLongKate,ケイトのスカート,0
None,AllYear,9880,1131,1,0,0,0,0,0,0,1,1,0,0,,CapHatKatecap,ケイトのキャップ,0
None,AllYear,9881,1132,1,0,1,0,0,1,0,0,1,0,0,,CapHatKatehat,ケイトのぼうし,0
None,AllYear,9882,1133,1,0,1,0,0,1,0,0,1,0,0,,SocksTexKatetights,ケイトのタイツ,0
None,AllYear,9883,1134,1,0,1,0,0,0,0,1,1,0,0,,SocksTexKatesocks,ケイトのソックス,0
None,AllYear,9884,1135,1,0,1,0,0,1,0,0,1,0,1,,ShoesHighcutKateboots,ケイトのパンプス,0
None,AllYear,9885,1136,1,0,0,0,0,0,0,1,1,0,0,,ShoesHighcutKatesneaker,ケイトのスニーカー,0
Drink_JuiceGrass,AllYear,9887,1137,1,0,1,0,0,1,0,0,1,1,0,,AccessoryGlassKate,ケイトのサングラス,0
HappyWait,AllYear,2611,1139,0,1,0,0,0,1,0,0,1,0,0,,CapOrnamentFStarband0,ひかるスターアクセサリー,0
None,AllYear,5625,1140,0,0,0,0,1,0,0,0,0,0,1,,TopsTexTopOuterLRco,たぬきかいはつブルゾン,0
None,AllYear,5626,1141,0,0,0,0,0,0,1,0,0,1,0,,TopsTexTopTshirtsHRco,たぬきかいはつアロハ,0
None,AllYear,5627,1142,0,0,0,0,1,0,0,1,0,0,0,,CapHatMeshcapRco,たぬきかいはつキャップ,0
None,AllYear,5628,1143,0,0,0,0,1,0,0,0,0,0,1,,CapHatBandanaRco,たぬきかいはつバンダナ,0
None,AllYear,5629,1144,1,0,0,0,1,0,1,0,0,0,0,,SocksTexBorderRco,たぬきかいはつソックス,0
None,AllYear,5630,1145,0,0,0,0,0,0,1,0,0,0,0,,ShoesSandalRco,たぬきかいはつスリッパ,0
None,AllYear,6822,1146,1,0,0,0,0,0,1,0,0,0,0,,TopsTexTopTshirtsHStar,いちばんぼしのふく,0
None,AllYear,7394,1147,1,0,0,0,1,0,0,0,0,0,0,,CapHatRain,レインハット,0
Sleep,AllYear,9654,1148,0,0,0,0,0,0,1,0,0,0,0,,AccessoryGlassNook0,たぬきかいはつアイマスク,0
None,AllYear,9760,1149,1,0,0,0,0,0,1,0,0,0,0,,TopsTexTopTshirtsHNook0,たぬきかいはつＴシャツ,0
None,AllYear,9761,1150,1,0,0,0,0,0,0,0,0,0,0,,BagBackpackNook0,たぬきかいはつナップサック,0
None,AllYear,8764,1151,0,0,0,0,0,0,1,0,0,1,0,,TopsTexTopYshirtsHInsect,インセクトアロハ,0
None,AllYear,8765,1152,1,0,0,0,0,0,1,0,0,0,0,,TopsTexTopTshirtsHFish,さかなＴシャツ,0
None,Summer,11061,1153,0,0,0,0,1,0,1,0,0,1,0,,CapHatOutdoorpine,パインがらアウトドアハット,0
Sleepy,Winter,12190,1154,0,1,0,0,0,0,1,0,0,0,0,,TopsTexTopCoatLPajamas,もこもこナイトガウン,1
Sleepy,AllYear,11931,1155,0,0,0,0,0,0,1,0,0,0,0,,TopsTexOnepieceBoxLPajamas,パジャマワンピ,0
Shaki,AllYear,11179,1156,0,0,0,0,0,1,0,0,1,0,1,,TopsTexOnepieceBalloonHVisual,ヴィジュアルけいドレス,0
None,AllYear,10906,1157,1,0,1,0,0,0,0,0,0,0,0,,TopsTexOnepieceAlongLUzbek,ウズベクなふく,0
None,AllYear,10907,1158,1,0,1,0,0,0,0,0,0,0,0,,TopsTexOnepieceBlongLAttoushi,アットゥシ,0
None,AllYear,10908,1159,0,0,0,0,0,0,0,0,1,0,0,,TopsTexOnepieceKimonoLBingata,びんがたいしょう,0
None,Winter,10909,1160,1,0,0,0,0,0,0,0,0,0,0,,TopsTexTopCoatLDoll,ぬいぐるみマフラーつきコート,0
None,AllYear,10910,1161,0,0,0,0,1,0,0,0,0,0,1,TshirtsL,TopsTexOnepieceOverallLPaint,ペイントつなぎ,0
FesDance,AllYear,12025,1162,0,0,0,0,0,1,0,0,1,1,0,,TopsTexOnepieceBoxNSamba,カーニバルなワンピース,0
None,AllYear,10913,1163,1,0,1,0,0,0,0,0,0,0,0,,CapHatUzbek,ウズベクなぼうし,0
None,AllYear,10914,1164,1,0,1,0,0,0,0,0,0,0,0,,CapHatMatampushi,マタンプシ,0
None,AllYear,12036,1165,1,0,0,0,0,0,1,0,0,0,0,,TopsTexTopTshirtsHTwo0,No.2のふく,0
None,AllYear,12037,1166,1,0,0,0,0,0,1,0,0,0,0,,TopsTexTopTshirtsHThree0,No.3のふく,0
None,AllYear,12038,1167,1,0,0,0,0,0,1,0,0,0,0,,TopsTexTopTshirtsHFour0,No.4のふく,0
None,AllYear,12114,1168,1,0,0,0,0,0,1,0,0,0,0,,TopsTexTopTshirtsHHellojp0,こんにちはＴシャツ,0
None,AllYear,12115,1169,1,0,0,0,0,0,1,0,0,0,0,,TopsTexTopTshirtsHHellofr0,ボンジュールＴシャツ,0
None,AllYear,12116,1170,1,0,0,0,0,0,1,0,0,0,0,,TopsTexTopTshirtsHHelloen0,ハローＴシャツ,0
None,AllYear,12117,1171,1,0,0,0,0,0,1,0,0,0,0,,TopsTexTopTshirtsHHellokr0,アンニョンＴシャツ,0
None,AllYear,12118,1172,1,0,0,0,0,0,1,0,0,0,0,,TopsTexTopTshirtsHHelloch0,ニーハオＴシャツ,0
None,AllYear,12119,1173,1,0,0,0,0,0,1,0,0,0,0,,TopsTexTopTshirtsHHelloge0,ハーローＴシャツ,0
